status,old_path,new_path,reason
ready,output_md/什么是香港保险/伟伟说投资_复利6.5%也别乱买，揭秘香港分红险，曝光背后真相！_20260427_155908.md,output_md/什么是香港保险/260427_伟伟说投资_复利6.5%也别乱买，揭秘香港分红险，曝光背后真相！_155908.md,可改名
ready,output_md/什么是香港保险/伟伟说投资_有钱人飞香港买保险，是为了6.5%的高收益吗？！_20260427_155912.md,output_md/什么是香港保险/260427_伟伟说投资_有钱人飞香港买保险，是为了6.5%的高收益吗？！_155912.md,可改名
ready,output_md/什么是香港保险/伟伟说投资_这种“卡卡响”的声音，才是香港分红险隐藏的价值_20260427_155907.md,output_md/什么是香港保险/260427_伟伟说投资_这种“卡卡响”的声音，才是香港分红险隐藏的价值_155907.md,可改名
skip_fixed,output_md/什么是香港保险/别再零碎学港险：5万字系统搞懂香港储蓄险-字幕.md,output_md/什么是香港保险/别再零碎学港险：5万字系统搞懂香港储蓄险-字幕.md,固定文件或非文章文件
ready,output_md/什么是香港保险/多财Global_承诺保本的香港储蓄险，为什么会亏钱？4大风险点请注意_20260503_162145.md,output_md/什么是香港保险/260503_多财Global_承诺保本的香港储蓄险，为什么会亏钱？4大风险点请注意_162145.md,可改名
ready,output_md/什么是香港保险/多财Global_重磅｜3 月 31 日港险 GN16 + 指引 34 新规落..._20260427_155848.md,output_md/什么是香港保险/260427_多财Global_重磅｜3 月 31 日港险 GN16 + 指引 34 新规落..._155848.md,可改名
ready,output_md/什么是香港保险/多财Global_香港储蓄险，选择美元保单还是人民币保单？_20260426_185902.md,output_md/什么是香港保险/260426_多财Global_香港储蓄险，选择美元保单还是人民币保单？_185902.md,可改名
ready,output_md/什么是香港保险/崔伟说投资_32 万亿存款到期！180年零破产，香港保险成2026财富避..._20260426_185920.md,output_md/什么是香港保险/260426_崔伟说投资_32 万亿存款到期！180年零破产，香港保险成2026财富避..._185920.md,可改名
ready,output_md/什么是香港保险/崔伟说投资_3309亿！同比飙升51%！2025香港保险全年最强收官_20260426_185917.md,output_md/什么是香港保险/260426_崔伟说投资_3309亿！同比飙升51%！2025香港保险全年最强收官_185917.md,可改名
ready,output_md/什么是香港保险/崔伟说投资_【港险百科】2026香港保险100问全解_20260503_162149.md,output_md/什么是香港保险/260503_崔伟说投资_【港险百科】2026香港保险100问全解_162149.md,可改名
ready,output_md/什么是香港保险/崔伟说投资_终结“定义乱象”！香港重疾险迎来统一标准，9月1日起实施！_20260503_162139.md,output_md/什么是香港保险/260503_崔伟说投资_终结“定义乱象”！香港重疾险迎来统一标准，9月1日起实施！_162139.md,可改名
ready,"output_md/什么是香港保险/有态度的精蒜湿_3,309亿港元背后，谁在为香港保险买单？_20260427_155904.md","output_md/什么是香港保险/260427_有态度的精蒜湿_3,309亿港元背后，谁在为香港保险买单？_155904.md",可改名
ready,output_md/什么是香港保险/有态度的精蒜湿_我们拆解了100个港险底层黑盒，写成这本“避坑指南”_20260427_155905.md,output_md/什么是香港保险/260427_有态度的精蒜湿_我们拆解了100个港险底层黑盒，写成这本“避坑指南”_155905.md,可改名
ready,output_md/什么是香港保险/木木小财女_2026开年，内地大佬组团“扫货”！香港保险，变天了？_20260426_185835.md,output_md/什么是香港保险/260426_木木小财女_2026开年，内地大佬组团“扫货”！香港保险，变天了？_185835.md,可改名
